,id,bert-0,bert-1,bert-2,bert-3,bert-4,bert-5,bert-6,bert-7,bert-8,bert-9,bert-10,bert-11,bert-12,bert-13,bert-14,bert-15,bert-16,bert-17,bert-18,bert-19,bert-20,bert-21,bert-22,bert-23,bert-24
23,819880,0.31043768,-0.28858843,-0.013224366,0.018959552,0.036335357,0.22504152,-0.06605687,0.12042557,-0.17349614,0.29810274,-0.121415526,-0.17458941,-0.10265775,0.00057744235,0.04171024,0.028015645,0.0022827676,0.04618585,0.0074887536,0.07386585,0.088397235,-0.099576354,-0.20334019,-0.025820527,0.06828709
24,819877,0.33069202,-0.0332343,-0.041191597,-0.030236438,-0.055816196,-0.013478084,-0.018488135,-0.025254436,-0.06051902,0.12914896,-0.14996701,-0.15971278,-0.09684142,0.06350037,-0.01532669,0.12117684,0.10024271,0.14856656,0.12619343,-0.03167989,0.0082731275,0.009926461,0.02387462,-0.20860003,0.15593904
25,819875,0.4088124,-0.14236547,0.027090058,-0.15957288,-0.115133114,0.05397596,0.030145803,0.110741906,-0.10137414,0.20372197,-0.29643047,-0.06927437,-0.007906018,0.0067502884,0.07143764,0.024562778,0.01713151,0.08250674,0.15634656,-0.064221434,-0.1340857,-0.07884401,-0.04641848,-0.12282279,0.1732356
26,819871,0.39188847,-0.19230224,0.011911867,0.18588394,-0.19685453,0.070737936,-0.09726666,0.24273932,-0.12810971,0.1568947,-0.20154093,-0.30446362,0.05501888,-0.04630801,0.11976958,0.13440508,0.035758313,0.1306238,-0.020063119,-0.040626116,0.10389852,-0.03066476,0.04052392,-0.09276387,-0.013805455
27,819868,0.09547526,-0.036471203,-0.040196583,0.17952013,0.0062641352,0.23408276,0.11659902,0.01617809,-0.24384207,0.052899666,0.07636988,-0.032395784,0.00088393316,0.03777727,-0.02365736,-0.04493384,0.09434074,-0.05070706,0.00095099024,0.114250824,-0.099784926,-0.007171264,0.09592123,0.021438306,-0.012644805
28,819863,0.0019719526,-0.04312484,-0.05471681,-0.12009304,0.022780368,0.0267644,0.23677373,0.10409069,-0.03888104,0.121266335,0.026040532,0.0137119945,-0.16298354,0.07562499,-0.06429962,0.021975655,-0.16806689,-0.02197761,-0.027524794,-0.040319983,-0.034260448,0.0058479384,-0.021702006,0.054415505,0.016363153
29,819855,0.26949245,-0.31973898,-0.27291495,0.060894154,-0.017768849,-0.09366556,0.1265665,-0.15055293,-0.017177135,-0.2786152,-0.023782345,0.17044547,-0.031236527,-0.11392659,0.0077845138,-0.05738739,0.010505959,0.0013782498,0.019663068,-0.0404209,0.122189194,-0.031794466,0.11704609,0.08349925,-0.059044536
30,819852,0.56102633,-0.18953145,0.11663167,0.07564418,-0.09527776,0.05625709,0.022017444,0.028235644,-0.061883032,-0.12383713,-0.12722419,0.06483066,-0.027863933,-0.013245339,0.06984237,-0.007492099,0.042024575,0.08204318,0.028731987,-0.055578053,-0.025988284,-0.060479596,0.018753342,-0.020706845,0.07841066
31,819850,0.31981218,-0.36308992,-0.47634548,0.022402305,0.35679898,0.06332022,-0.21054944,-0.13686448,0.18369265,-0.08248707,-0.016528405,0.06267893,0.0040931664,-0.07707767,-0.03566622,-0.024415934,0.1549731,-0.016482461,-0.007112801,0.01915277,0.06107778,-0.01163294,0.124025285,0.014062646,-0.0038850103
32,819848,0.11450024,-0.09299437,-0.34960923,0.019618884,0.2500756,-0.03533673,-0.29559988,0.09468205,-0.039549768,-0.053622562,-0.04238633,-0.09420106,0.06705767,0.05698318,-0.07044873,-0.118704714,0.06706981,-0.112227544,0.15654856,0.16947113,0.10849974,-0.046364423,0.10319311,-0.09611967,-0.04599254
33,819846,0.1797503,-0.19323406,-0.2950629,0.04969939,0.117607385,0.10514724,-0.23619792,0.13651384,0.0025094338,0.03223818,-0.11927697,-0.10481389,0.053838097,0.109558344,-0.05294548,-0.07250409,0.0775192,-0.06999184,0.17854774,0.09909069,0.08731678,0.00084500015,0.12375035,-0.0974495,-0.104806595
34,819832,0.33218968,0.15569371,-0.092071384,-0.22358014,-0.20666376,0.1933883,0.050987296,0.12831244,0.12072998,0.081300795,-0.35678434,-0.08296298,-0.029094119,0.07121509,-0.036349647,0.16186064,0.111282624,0.018921692,0.033620954,-0.08237682,-0.008229084,-0.011038506,0.05140066,0.06183464,-0.16923681
35,819827,0.19864228,-0.0994011,0.09610708,0.07775383,0.09601628,0.25240445,0.19957553,0.08080686,-0.04287902,0.17637016,0.051362697,-0.08911933,-0.18975838,0.06829501,-0.08951744,-0.060116693,-0.0358437,-0.12909952,0.058675118,-0.03789605,-0.08815957,0.050002888,-0.07739106,0.032331698,-0.014097567
36,819822,0.0055339416,-0.085705295,0.050960235,0.0043877866,0.07497826,0.270966,0.17749214,0.02748705,-0.005715629,0.20352522,0.11968967,-0.044854097,-0.12845305,0.028511535,-0.070435755,-0.04069309,-0.075516135,-0.051780574,-0.10239325,0.07056363,0.024021957,-0.01031686,-0.060314156,-0.021469502,0.10748035
37,819821,0.22062063,-0.16950718,-0.05300206,-0.03381374,-0.055454507,0.21772507,0.10606468,0.21224844,-0.22446746,0.16549012,-0.20096736,-0.15871349,0.11910555,0.04552523,0.11804902,0.18628491,-0.12694475,0.05490855,-0.062164262,-0.053309336,0.093446925,-0.031653866,-0.055269506,-0.057135228,-0.16706382
38,819816,0.13423707,0.047226466,-0.0144779645,0.055582978,0.13476396,0.20330319,0.13458309,0.2260229,-0.053903,0.09870579,-0.05682137,-0.19118118,-0.30343205,0.043722004,0.00019204407,0.05807153,-0.099048704,-0.031412736,-0.034134977,-0.001105522,-0.025942214,0.006109694,-0.07999614,0.024744265,0.06315711
39,819813,-0.048491117,-0.15198149,0.10114621,0.0028057238,-0.07201726,0.13306004,0.07370019,0.038272128,0.063266955,-0.12295152,-0.09840454,0.14382613,-0.20475212,0.185236,-0.2578709,0.046200775,-0.11156827,-0.1583252,-0.31396228,-0.14669268,-0.062172037,0.034363225,-0.04633452,0.025514783,0.016148793
40,819811,0.15301543,-0.1394103,-0.15066408,0.22719076,0.0059274496,0.096486025,0.10978206,0.0034958264,-0.06842249,0.2884839,-0.1325314,-0.12185672,-0.19942807,-0.09850165,0.053827167,0.0062065665,-0.065157175,-0.058666136,-0.042531837,0.030580912,0.001818609,0.12794077,0.11011908,0.048022255,-0.019340366
41,819808,0.22969219,0.07668721,-0.019804949,0.040955037,0.113509916,0.13663769,0.14453477,0.0746482,-0.17778732,0.11175048,0.06603608,-0.13481343,-0.28942353,0.10409789,-0.024135618,-0.012813083,-0.13964719,-0.021850087,0.04263622,-0.07719807,-0.19154748,-0.10009795,-0.082578465,0.0049458444,-0.0415473
42,819802,-0.010051295,-0.103042975,0.14563477,-0.03824495,0.027496174,0.232591,0.14096853,0.06520655,-0.018404337,-0.046352774,-0.047497645,0.06529477,-0.23427626,0.20575193,-0.2255114,0.01721171,-0.07992277,-0.13058183,-0.2586599,-0.098893255,-0.022710055,0.027304187,-0.075895265,0.031441513,0.062036484
43,819791,0.2176945,0.12828673,0.10344365,-0.08303844,0.05739882,0.16756204,0.1446506,0.08971736,-0.1572101,0.111082524,0.083624735,0.014488505,-0.10215061,-0.104131006,-0.027252711,-0.009889403,-0.07048144,-0.085510835,0.10473538,-0.10797911,-0.14845079,-0.0675505,-0.020622466,-0.072112896,0.21573383
44,819788,-0.01424049,0.00020244904,-0.07849823,0.12627837,0.08846869,-0.008999122,0.13945079,0.024959434,0.098596424,0.13304706,0.001561217,-0.05325947,-0.15418641,-0.059504643,-0.05867119,-0.07438494,-0.027631322,-0.16518128,0.09811987,-0.06898151,-0.06940023,0.10138376,-0.078910366,0.05039161,0.015237251
45,819786,0.010436957,-0.10399203,0.13959143,-0.036692083,0.033559863,0.23162657,0.14856213,0.05967293,-0.023353491,-0.048856013,-0.0457087,0.05894973,-0.2135406,0.21267912,-0.22647339,0.02365492,-0.08586785,-0.12466957,-0.2576373,-0.106550455,-0.01781277,0.025936393,-0.07005633,0.033172477,0.05492865
46,819782,-0.003667506,-0.103491426,0.14271617,-0.033057094,0.023242583,0.23254499,0.14023991,0.06250825,-0.014622912,-0.048126027,-0.045481816,0.061603412,-0.23160619,0.20227548,-0.23458311,0.027329516,-0.08002561,-0.12566027,-0.26539496,-0.10839639,-0.021559238,0.027650308,-0.07198198,0.024716517,0.05790148
47,819781,-0.0028311173,-0.10556572,0.14779542,-0.036729194,0.025460783,0.23062484,0.14232248,0.06495248,-0.013965808,-0.046500944,-0.045871854,0.056067616,-0.22687055,0.19920298,-0.22992957,0.027369164,-0.07828084,-0.12507981,-0.26229423,-0.101731166,-0.022225643,0.031892847,-0.07773904,0.027332593,0.05764417
48,819780,0.038162656,0.010171263,0.029070765,0.116894975,-0.001420198,0.09173904,-5.3790864e-05,0.031083077,0.08949883,0.09442082,0.15061314,-0.03496828,-0.18417251,-0.087090395,-0.067586005,-0.14990741,-0.03596872,-0.109595,-0.1508401,0.013886704,-0.11826469,0.009219466,-0.02204517,-0.1208847,0.1472646
49,819779,0.38807026,0.19293553,-0.118889354,0.01063717,0.20455298,-0.0077949907,0.25818285,0.016454725,-0.04426822,0.14647081,0.048600405,0.009536223,-0.1884141,0.036671054,0.1532692,-0.05007296,0.0050657056,0.075207144,-0.05185664,0.1759116,-0.198061,0.0052618627,-0.0017795265,0.12034832,-0.04743354
50,819778,0.05093368,-0.1576455,-0.04859172,0.30562583,-0.06508689,0.1824773,0.11198369,0.09454757,-0.121313006,0.0029276097,0.016623387,0.119612716,-0.024707789,0.13867824,0.034603287,-0.038788598,-0.21106952,-0.13321052,-0.08331759,0.10654296,0.07865799,0.11220216,0.06338362,0.030077022,0.09378937
51,819777,0.15179242,-0.24148658,-0.106376894,-0.21792512,-0.10178533,0.15607668,-0.034531403,0.09420583,-0.14112216,-0.014036041,-0.28801736,-0.20192406,0.04482332,-0.074688144,-0.009510564,0.1531661,0.041848376,-0.03606353,0.03907113,-0.035439588,-0.10481853,0.060803924,-0.09481283,0.06736801,0.03424184
52,819776,0.31850883,-0.023395058,-0.040188454,0.12904936,-0.21730588,0.24290235,-0.08274606,0.18882322,-0.065552965,0.21517217,-0.14791001,-0.20819013,0.12173781,0.003192232,0.013539207,0.13886045,0.052026317,0.08554286,-0.16209355,-0.06559263,-0.030445535,0.09385179,-0.03210587,0.056742296,0.07043547
53,819775,0.2176945,0.12828673,0.10344365,-0.08303844,0.05739882,0.16756204,0.1446506,0.08971736,-0.1572101,0.111082524,0.083624735,0.014488505,-0.10215061,-0.104131006,-0.027252711,-0.009889403,-0.07048144,-0.085510835,0.10473538,-0.10797911,-0.14845079,-0.0675505,-0.020622466,-0.072112896,0.21573383
54,819770,0.2802352,-0.18004073,-0.13242222,0.072907776,0.083621204,0.10323215,0.23587841,0.0945146,-0.013587762,0.018126141,-0.038625494,0.10896004,-0.2970993,0.067466825,-0.011718763,-0.11142504,0.04889787,-0.08770889,0.016935864,0.049677476,-0.0022823457,0.05647722,0.014191089,-0.048153825,-0.031041298
55,819768,0.1703539,-0.029243797,-0.07377792,-0.13027036,-0.108899936,0.103985004,0.15535848,0.20405349,0.032584246,-0.07857028,0.011573154,0.1572742,-0.2873598,-0.075530134,0.008852767,-0.012971193,0.010845371,-0.04529947,-0.04055895,-0.04166996,-0.19559523,-0.001761748,-0.13901533,-0.053079702,0.03765155
56,819765,0.051894523,-0.18424807,-0.25886363,-0.1636993,0.3221227,0.11245911,-0.20081142,0.046414636,0.19133133,-0.05189182,-0.15338679,-0.109016,-0.12244815,0.04478105,0.0037178025,-0.02991344,0.092751406,-0.14399366,0.08391455,0.060872156,0.03897562,-0.0031852163,0.02753622,-0.023881892,0.02048183
57,819763,0.25409573,-0.2559796,0.07125305,0.18065087,-0.17108727,0.084975064,0.058079388,0.1570913,0.060080253,0.07997842,-0.01494083,-0.21270697,-0.088305965,-0.05548013,0.027744034,0.15096621,0.053545736,-0.13232881,-0.005093282,0.052132376,0.2300644,-0.12114514,0.052992973,0.0076127527,-0.015789479
58,819761,0.35968316,0.043116566,-0.13833478,-0.028669346,-0.21068078,-0.002582293,0.071849406,0.06689325,0.17746434,0.08120306,-0.019976472,-0.2657423,-0.13232353,-0.045934454,-0.14353293,0.07993479,-0.18950146,-0.18631983,0.10644657,0.013883164,0.12608051,-0.007931254,0.08886797,-0.07104476,0.14780405
59,819759,0.008653176,0.10135993,-0.0334508,-0.12826069,0.031464003,0.05357659,0.053352527,0.040033273,-0.05686646,-0.022650661,-0.13957521,-0.057372127,-0.107585415,-0.041793987,-0.35468504,0.07759665,-0.17075808,-0.09012497,-0.014379874,-0.047705613,-0.03150343,0.10860756,0.17975816,0.064825304,-0.12781022
60,819756,0.19343542,0.0037450641,-0.16072881,-0.1462036,0.008365353,0.024312437,0.19738185,0.023814783,-0.072697945,0.22256154,-0.06250769,-0.03431735,-0.15617873,-0.05517978,-0.096646,0.031185303,-0.094519526,-0.13802627,0.13697223,-0.032490056,-0.12577012,-0.065639086,0.0815861,-0.008248564,0.05809326
61,819754,0.09570829,-0.1781019,-0.13783628,-0.062157705,0.13142917,0.12504955,0.14002676,0.13488916,0.024655184,0.016353022,-0.08571491,0.031335704,-0.17975941,0.015485636,-0.10271762,0.14394093,0.005956404,-0.15938802,-0.062401146,-0.10404658,-0.01899171,-0.07261398,0.018558346,0.114235386,0.0562435
62,819751,0.2627768,-0.06077358,-0.028810725,0.06583326,-0.14085266,0.04655582,-0.118635304,0.15982813,-0.13835666,0.20501234,-0.22261608,-0.31398255,0.09413854,-0.04720649,0.11488369,0.20984212,-0.01655915,0.102994174,-0.06017745,-0.042206787,0.13220789,-0.01327086,-0.030877542,-0.06975435,-0.046549924
63,819750,0.3229357,-0.14076167,-0.08222753,-0.1310536,0.07447932,0.10191199,0.13792637,0.043782678,0.2337771,0.18505134,-0.034372587,-0.041495,-0.15296772,0.07348506,0.12890491,0.10309456,-0.051182397,-0.13552989,0.04857739,0.14090319,0.123383105,0.03139233,0.09386113,-0.06629008,0.008169174
64,819744,0.17393512,-0.07502532,-0.09104822,0.11646858,-0.022888089,0.25505236,0.048451375,0.05207315,-0.25588223,0.08212894,-0.17638484,-0.21017344,0.070870794,0.04249707,0.11144087,0.22458275,0.04151746,0.15804659,-0.0694463,-0.1375739,0.028916676,-0.024872422,-0.13835515,-0.06185435,-0.06470926
65,819742,0.11065065,-0.14807689,-0.0457168,-0.10944806,0.13544735,0.3264508,0.10129701,-0.04623708,0.15149567,0.0069799046,0.12470135,-0.09489084,-0.11911137,-0.057467565,0.05206011,-0.0527735,-0.25142783,-0.12274204,0.14360785,0.12047514,-0.0073527265,0.038074598,-0.115917176,-0.044903703,0.08592163
66,819737,0.067144714,-0.20849761,-0.06854827,-0.060948044,-0.03747174,0.20019181,0.1922984,-0.11308316,0.12032951,0.12059619,-0.046348885,0.083966784,-0.10633979,-0.105049126,0.036458965,0.005118071,0.077830784,-0.05650539,0.030599732,0.11632496,0.12948889,-0.009578057,0.08031642,-0.11640488,-0.012138905
67,819734,0.1811284,0.11213654,0.015494307,-0.07008641,-0.045802034,0.21343113,0.14439243,0.20848127,-0.1415279,-0.23843442,-0.18995635,0.10858102,-0.26215044,0.2223889,-0.13686661,0.02985071,-0.12840478,-0.0071893428,-0.1295262,-0.06977288,0.044306345,0.05432707,-0.17520715,0.11545792,-0.055454265
68,819732,0.34203586,-0.2231588,0.111145094,0.059716992,-0.13616246,0.1743846,0.085820585,0.0070093535,0.16417828,0.17477924,-0.16518766,-0.23812316,0.047404088,-0.08233912,0.016541217,-0.0012161843,0.08225479,-0.06655453,0.05574639,-0.079102874,0.18573937,0.018098079,0.025155237,0.028394653,-0.088010244
69,819730,0.18107691,-0.26859748,0.0388013,-0.18184964,-0.043688454,0.10973566,0.14788173,0.03587947,0.21835515,0.112776384,-0.32209578,-0.05903943,-0.027723037,-0.024821103,-0.0069838036,0.07516759,-0.12870272,-0.07212478,-0.00032581203,-0.04993379,0.10400921,-0.114769675,0.015115903,0.13271028,0.013908287
70,819728,0.039920107,-0.043650478,-0.11946328,-0.12740885,0.27737045,0.088816635,0.0025266185,0.16379447,0.19014513,0.14409852,-0.019147698,0.013395637,-0.1258085,0.1694948,-0.040957924,0.002358226,-0.15647452,-0.010994111,0.014043329,-0.02435682,0.014495682,-0.0070402585,0.01615467,0.02490829,0.09434472
71,819726,0.084346145,-0.067853376,-0.16369504,-0.07751571,0.37174368,0.071763106,-0.075241774,0.082651265,0.11667426,0.21035087,-0.019437613,-0.042823195,-0.16294448,0.050975516,0.026460156,0.0076439865,-0.13573694,0.034833826,0.06079022,0.05167044,-0.061583973,0.018062443,-0.12557381,-0.08535917,0.1043079
72,819723,0.07388759,-0.06349585,-0.12940972,-0.16431096,0.3169842,0.10722731,-0.010589622,0.16193452,0.18288746,0.14509512,-0.037627082,0.017329294,-0.117506616,0.1268292,0.0096759265,0.032537308,-0.16576189,0.04050355,0.016981455,0.032181516,0.015778668,0.011708111,-0.054412033,0.076213285,0.050202597
73,819718,0.4186588,-0.21733469,-0.09361616,0.3291912,-0.21679749,0.12484948,0.13014214,-0.11247526,-0.010077893,-0.034469612,0.10218432,0.21626137,0.013636207,-0.06537454,0.030381123,-0.007969733,-0.2204214,-0.13504143,-0.024299435,0.015945112,-0.010185635,0.05224011,0.10408029,-0.08413531,0.059828937
74,819716,0.32575223,-0.119634256,-0.08029086,0.37858745,0.13162932,0.25877813,0.2220726,-0.045514286,-0.13675623,0.16127749,0.27434108,-0.04500972,-0.14582857,-0.061258595,0.12148175,-0.080237836,-0.15700051,-0.022225391,0.06616298,-0.02167995,0.069760986,0.03930693,0.0075771175,0.00063559134,0.09048131
75,819713,0.06146431,-0.09315029,0.07934937,-0.14865394,0.037752554,-0.044180576,0.086973205,0.16089873,-0.015467174,-0.07389909,-0.2126374,0.04281073,-0.02674191,0.25709292,-0.063059226,0.03512285,-0.100225225,0.13630515,0.11673509,-0.026654089,0.103916526,0.024193844,-0.12695563,0.0117399525,-0.027865496
76,819711,0.30593783,-0.1629094,-0.05376976,-0.057966456,-0.26280832,0.16237986,-0.12412395,0.20959818,-0.17326288,0.1944721,-0.18372613,-0.23861313,0.055931702,0.0032619843,0.12011874,0.16804475,0.04605925,-0.1425885,-0.019392004,0.04810142,0.10586755,-0.18159348,0.035467096,-0.015902467,-0.1210057
77,819706,0.22638315,-0.07164535,-0.024778433,0.14341858,-0.1506016,0.11555826,-0.14157453,0.12734477,-0.16327976,0.20240201,-0.21000311,-0.28822747,0.14577451,-0.11571437,0.0859078,0.20350692,0.033494066,0.05786658,-0.1030536,-0.04938701,0.18961635,-0.023366902,-0.051314518,-0.06453258,-0.10072734
78,819705,0.4383388,-0.14573942,0.117769875,0.025282716,-0.19884956,0.11730879,0.043706045,-0.06984989,-0.09443462,0.05084127,-0.12768935,-0.104628906,0.100234166,0.0061067683,0.07050001,0.13076217,0.06868548,0.17672616,0.029354673,-0.099988885,-0.03150629,-0.029363943,-0.13106796,-0.19698118,0.074490495
79,819703,0.290904,-0.17808832,-0.120498605,0.025632858,-0.040227126,0.250955,0.0664125,0.11615712,0.14169066,0.02353618,-0.13132988,0.11152047,-0.033106387,0.05489158,-0.19535342,0.025602415,-0.059308007,-0.013554325,0.041645333,-0.092161484,0.08222182,0.144092,0.008657847,0.107098415,-0.010607636
80,819701,0.21951371,-0.1435729,-0.044181824,0.037815962,0.0007909667,0.15263858,0.094043896,0.18349825,0.15197855,0.09970433,0.013733361,-0.0355653,-0.1899659,0.077618316,-0.016497087,0.06441347,-0.14136882,-0.17088032,0.17628738,0.049780086,0.06912438,0.03082667,0.052801646,-0.069172055,0.14902973
